TranDate,Sum of Amount
31/10/2015,82.32
31/10/2015,512.99
31/10/2015,21.78
31/10/2015,472.19
31/10/2015,5.54
31/10/2015,1.12
31/10/2015,1.3
31/10/2015,7.46
31/10/2015,521.18
31/10/2015,6.82
31/10/2015,28.6
31/10/2015,69.46
31/10/2015,16.21
31/10/2015,37.67
31/10/2015,91.02
31/10/2015,277.47
31/10/2015,84.48
31/10/2015,0.88
31/10/2015,4.45
31/10/2015,11.53
31/10/2015,51.05
,
01/11/2022,56
01/11/2022,36.35
01/11/2022,689.71
01/11/2022,80.11
01/11/2022,50
01/11/2022,76.03
01/11/2022,1.55
01/11/2022,20.68
01/11/2022,137
01/11/2022,2.09
01/11/2022,23.7
01/11/2022,45.58
01/11/2022,38.69
01/11/2022,0.56
01/11/2022,47
01/11/2022,433.45
01/11/2022,122.91
01/11/2022,1.72
01/11/2022,33.44
01/11/2022,40.89
01/11/2022,107.12
01/11/2022,78.97
01/11/2022,169.37
01/11/2022,0.45
01/11/2022,61.87
01/11/2022,6.05
01/11/2022,2.03
01/11/2022,1.72
01/11/2022,24.95
01/11/2022,22.07
01/11/2022,151.82
01/11/2022,2.03
01/11/2022,726.1
01/11/2022,13.14
01/11/2022,2.7
01/11/2022,31.14
01/11/2022,10.87
01/11/2022,72.39
01/11/2022,66.46
01/11/2022,517.28
01/11/2022,12.26
01/11/2022,61.87
01/11/2022,6.05
01/11/2022,6.05
01/11/2022,51.04
01/11/2022,54.52
01/11/2022,72.39
01/11/2022,6.93
02/11/2022,236.06
02/11/2022,544.58
02/11/2022,283.84
02/11/2022,67.79
02/11/2022,976.47
02/11/2022,1.45
02/11/2022,433.45
02/11/2022,"1,970.39"
02/11/2022,241.45
02/11/2022,584.91
02/11/2022,63.11
02/11/2022,31.64
02/11/2022,6.54
02/11/2022,0.84
02/11/2022,6.05
02/11/2022,108.56
02/11/2022,157.2
02/11/2022,31.14
02/11/2022,73.52
02/11/2022,3.53
02/11/2022,72.39
02/11/2022,63.11
02/11/2022,54.52
02/11/2022,240.94
02/11/2022,2.03
02/11/2022,94.37
02/11/2022,73.52
02/11/2022,517.28
02/11/2022,11.42
02/11/2022,"2,113.00"
02/11/2022,0.84
02/11/2022,281.84
02/11/2022,127.03
02/11/2022,43.92
02/11/2022,127.03
02/11/2022,42.71
02/11/2022,2.01
02/11/2022,0.92
02/11/2022,18.41
02/11/2022,28.38
02/11/2022,14.62
02/11/2022,91.91
02/11/2022,1.45
02/11/2022,9.23
02/11/2022,31.64
02/11/2022,44.76
02/11/2022,40.89
02/11/2022,25.94
03/11/2022,0.31
03/11/2022,46.84
03/11/2022,241.45
03/11/2022,180.71
03/11/2022,111.6
03/11/2022,22.07
03/11/2022,42.54
03/11/2022,0.42
03/11/2022,0.92
03/11/2022,240.69
03/11/2022,1.84
03/11/2022,6.29
03/11/2022,2.7
03/11/2022,29.28
03/11/2022,202.42
03/11/2022,0.9
03/11/2022,14.62
03/11/2022,32.4
03/11/2022,180.71
03/11/2022,433.45
03/11/2022,2.03
03/11/2022,8.72
03/11/2022,1.55
03/11/2022,10.6
03/11/2022,62.2
03/11/2022,108.56
03/11/2022,127.03
03/11/2022,2.96
03/11/2022,27.26
03/11/2022,283.84
03/11/2022,37.75
03/11/2022,348
03/11/2022,2.7
03/11/2022,6.93
03/11/2022,2.03
03/11/2022,59.98
03/11/2022,6.93
03/11/2022,387.89
03/11/2022,19.77
03/11/2022,180.71
03/11/2022,7.95
03/11/2022,240.69
03/11/2022,18.41
03/11/2022,80
03/11/2022,0.31
03/11/2022,0.83
03/11/2022,28.28
03/11/2022,0.42
04/11/2022,121.36
04/11/2022,1.22
04/11/2022,56.72
04/11/2022,1.71
04/11/2022,0.83
04/11/2022,1.88
04/11/2022,42.54
04/11/2022,61.87
04/11/2022,2.03
04/11/2022,47
04/11/2022,726.1
04/11/2022,15.5
04/11/2022,29.42
04/11/2022,2.96
04/11/2022,4.43
04/11/2022,44.74
04/11/2022,15.5
04/11/2022,84.15
04/11/2022,180.71
04/11/2022,259.33
04/11/2022,60.45
04/11/2022,11.42
04/11/2022,151.82
04/11/2022,27.26
04/11/2022,3.4
04/11/2022,18.41
04/11/2022,151.82
04/11/2022,544.58
04/11/2022,151.82
04/11/2022,2.5
04/11/2022,30.83
04/11/2022,12.03
04/11/2022,310.12
04/11/2022,7.95
04/11/2022,45.69
04/11/2022,12.4
04/11/2022,71.78
04/11/2022,163.06
04/11/2022,31.64
04/11/2022,96.52
04/11/2022,72.39
04/11/2022,51.13
04/11/2022,2.03
04/11/2022,61.87
04/11/2022,0.91
04/11/2022,8.06
04/11/2022,283.84
04/11/2022,202.42
05/11/2022,96.52
05/11/2022,9.43
05/11/2022,26.33
05/11/2022,6.29
05/11/2022,127.03
05/11/2022,4.76
05/11/2022,2.18
05/11/2022,17.14
05/11/2022,1.45
05/11/2022,72.39
05/11/2022,31.14
05/11/2022,6.05
05/11/2022,15.5
05/11/2022,59.98
05/11/2022,1.67
05/11/2022,13.32
05/11/2022,27.26
05/11/2022,59.98
05/11/2022,6.93
05/11/2022,8.54
05/11/2022,269.1
05/11/2022,99.31
05/11/2022,7.02
05/11/2022,433.45
05/11/2022,11.42
05/11/2022,"2,291.43"
05/11/2022,109.59
05/11/2022,44.76
05/11/2022,94.37
05/11/2022,7.02
05/11/2022,0.31
05/11/2022,189.38
05/11/2022,0.92
05/11/2022,6.93
05/11/2022,0.2
05/11/2022,0.83
05/11/2022,151.82
05/11/2022,12.4
05/11/2022,517.28
05/11/2022,1.56
05/11/2022,4.76
05/11/2022,"1,157.84"
05/11/2022,65.55
05/11/2022,29.28
05/11/2022,1.55
05/11/2022,1.55
05/11/2022,304.87
05/11/2022,15.22
05/11/2022,111.6
05/11/2022,577.93
05/11/2022,0.41
05/11/2022,180.71
05/11/2022,151.82
05/11/2022,4.43
05/11/2022,127.03
05/11/2022,2.07
05/11/2022,7.2
05/11/2022,0.92
05/11/2022,199.8
05/11/2022,0.91
05/11/2022,2.03
05/11/2022,27.26
05/11/2022,44.74
05/11/2022,108.56
05/11/2022,1.71
05/11/2022,18.41
05/11/2022,103.13
05/11/2022,1.55
05/11/2022,1.72
05/11/2022,0.42
05/11/2022,544.58
05/11/2022,26.33
05/11/2022,199.8
05/11/2022,62.2
05/11/2022,10.87
05/11/2022,51.04
05/11/2022,31.64
05/11/2022,202.62
05/11/2022,345.25
05/11/2022,6.54
05/11/2022,1.45
05/11/2022,35.1
05/11/2022,194.09
05/11/2022,7.95
05/11/2022,364.79
05/11/2022,4.43
05/11/2022,432.42
05/11/2022,12.4
05/11/2022,31.64
05/11/2022,305.41
05/11/2022,6.93
05/11/2022,2.73
05/11/2022,0.84
05/11/2022,6.29
05/11/2022,8.39
05/11/2022,12.4
05/11/2022,51.04
05/11/2022,2.01
05/11/2022,0.28
05/11/2022,2.7
05/11/2022,111.34
05/11/2022,6.54
05/11/2022,46.84
05/11/2022,180.71
05/11/2022,25.94
05/11/2022,20.42
05/11/2022,91.91
05/11/2022,1.67
05/11/2022,12.4
05/11/2022,214.8
05/11/2022,46.84
05/11/2022,40.89
05/11/2022,22.71
05/11/2022,59.98
05/11/2022,2.96
05/11/2022,1.94
05/11/2022,0.92
05/11/2022,240.94
05/11/2022,7.95
05/11/2022,31.14
05/11/2022,25.94
05/11/2022,17
05/11/2022,1.88
05/11/2022,517.28
05/11/2022,65.55
05/11/2022,0.28
05/11/2022,281.84
05/11/2022,36.35
05/11/2022,14.62
05/11/2022,27.76
05/11/2022,11.42
05/11/2022,8.8
05/11/2022,63.11
05/11/2022,26.33
05/11/2022,59.98
05/11/2022,22.07
05/11/2022,2.73
05/11/2022,27.26
05/11/2022,202.42
05/11/2022,62.2
05/11/2022,161.12
05/11/2022,137
05/11/2022,55.33
05/11/2022,107.12
05/11/2022,199.8
05/11/2022,0.3
05/11/2022,0.84
05/11/2022,283.84
05/11/2022,97.96
05/11/2022,7.95
05/11/2022,70.58
05/11/2022,61.87
05/11/2022,73.52
05/11/2022,127.03
05/11/2022,16.7
05/11/2022,94.37
05/11/2022,433.45
05/11/2022,7.2
05/11/2022,6.05
05/11/2022,77.86
05/11/2022,22.07
05/11/2022,62.34
05/11/2022,148
05/11/2022,73.52
05/11/2022,241.45
05/11/2022,31.14
05/11/2022,59.98
05/11/2022,10.87
05/11/2022,61.87
05/11/2022,11.42
05/11/2022,11.42
05/11/2022,9.28
05/11/2022,64.96
05/11/2022,1.45
05/11/2022,77.75
05/11/2022,544.58
05/11/2022,6.54
05/11/2022,824
05/11/2022,12.4
05/11/2022,580.3
05/11/2022,59.98
05/11/2022,538.71
05/11/2022,77.37
05/11/2022,6.29
05/11/2022,129.64
05/11/2022,517.28
05/11/2022,29.85
05/11/2022,0.84
06/11/2022,0.83
06/11/2022,7.95
06/11/2022,6.54
06/11/2022,13.14
06/11/2022,241.45
06/11/2022,61.87
06/11/2022,2.13
06/11/2022,6.93
06/11/2022,929.93
06/11/2022,689.71
06/11/2022,194.09
06/11/2022,1.6
06/11/2022,6.05
06/11/2022,2.03
06/11/2022,33.44
06/11/2022,0.28
06/11/2022,165.43
06/11/2022,13.32
06/11/2022,1.55
06/11/2022,127.03
06/11/2022,56.12
06/11/2022,127.03
06/11/2022,161.12
06/11/2022,4.43
06/11/2022,40.89
06/11/2022,11.42
06/11/2022,24.54
06/11/2022,0.83
06/11/2022,24.95
06/11/2022,283.84
06/11/2022,31.64
06/11/2022,121.36
06/11/2022,"2,160.44"
06/11/2022,27.26
06/11/2022,2.03
06/11/2022,77.75
06/11/2022,194.09
06/11/2022,1.72
06/11/2022,122.91
06/11/2022,11.42
06/11/2022,28.28
06/11/2022,321.93
06/11/2022,241.45
06/11/2022,44.74
06/11/2022,6.93
06/11/2022,584.91
06/11/2022,27.26
06/11/2022,136.33
07/11/2022,517.28
07/11/2022,108.56
07/11/2022,544.58
07/11/2022,15.5
07/11/2022,122.91
07/11/2022,517.28
07/11/2022,1.88
07/11/2022,6.05
07/11/2022,64.14
07/11/2022,419.65
07/11/2022,0.42
07/11/2022,0.98
07/11/2022,163.06
07/11/2022,"2,291.43"
07/11/2022,64.42
07/11/2022,18.41
07/11/2022,77.37
07/11/2022,8.54
07/11/2022,36.07
07/11/2022,6.05
07/11/2022,4.76
07/11/2022,137
07/11/2022,2.73
07/11/2022,202.42
07/11/2022,2.03
07/11/2022,12.4
07/11/2022,2.94
07/11/2022,241.45
07/11/2022,3.87
07/11/2022,544.58
07/11/2022,517.28
07/11/2022,20.66
07/11/2022,6.75
07/11/2022,1.6
07/11/2022,9.23
07/11/2022,0.83
07/11/2022,432.42
07/11/2022,151.82
07/11/2022,73.52
07/11/2022,1.6
07/11/2022,78
07/11/2022,0.92
07/11/2022,82.5
07/11/2022,433.45
07/11/2022,433.45
07/11/2022,8.39
07/11/2022,80.46
07/11/2022,1.72
08/11/2022,2.03
08/11/2022,433.45
08/11/2022,2.7
08/11/2022,37.75
08/11/2022,159.98
08/11/2022,1.94
08/11/2022,64.14
08/11/2022,0.42
08/11/2022,70.58
08/11/2022,236.06
08/11/2022,92.24
08/11/2022,59.98
08/11/2022,1.94
08/11/2022,2.03
08/11/2022,1.45
08/11/2022,6.54
08/11/2022,77.86
08/11/2022,36.07
08/11/2022,127.03
08/11/2022,348
08/11/2022,94.1
08/11/2022,1.22
08/11/2022,148
08/11/2022,6.05
08/11/2022,544.58
08/11/2022,65.55
08/11/2022,40.89
08/11/2022,180
08/11/2022,1.94
08/11/2022,6.93
08/11/2022,2.73
08/11/2022,6.05
08/11/2022,2.73
08/11/2022,15.22
08/11/2022,23.7
08/11/2022,151.82
08/11/2022,151.82
08/11/2022,1.11
08/11/2022,84.15
08/11/2022,64.73
08/11/2022,0.92
08/11/2022,163.06
08/11/2022,6.05
08/11/2022,9.28
08/11/2022,136.44
08/11/2022,161.45
08/11/2022,35.1
08/11/2022,17.14
09/11/2022,73.52
09/11/2022,61.87
09/11/2022,56.72
09/11/2022,13.32
09/11/2022,72.39
09/11/2022,62.61
09/11/2022,13.32
09/11/2022,169.37
09/11/2022,17.74
09/11/2022,62.2
09/11/2022,9.28
09/11/2022,82.5
09/11/2022,15.5
09/11/2022,12.4
09/11/2022,1.72
09/11/2022,24.95
09/11/2022,1.6
09/11/2022,6.93
09/11/2022,1.72
09/11/2022,55.33
09/11/2022,31.14
09/11/2022,29.42
09/11/2022,2.03
09/11/2022,97.96
09/11/2022,62.61
09/11/2022,2.18
09/11/2022,465.55
09/11/2022,63.11
09/11/2022,13.14
09/11/2022,1.34
09/11/2022,70.58
09/11/2022,0.3
09/11/2022,59.98
09/11/2022,151.82
09/11/2022,11.42
09/11/2022,1.67
09/11/2022,33.98
09/11/2022,14.56
09/11/2022,517.28
09/11/2022,2.73
09/11/2022,2.03
09/11/2022,55.33
09/11/2022,72.39
09/11/2022,"2,113.00"
09/11/2022,20.42
09/11/2022,15.5
09/11/2022,1.71
09/11/2022,9.23
10/11/2022,20.66
10/11/2022,1.94
10/11/2022,40.89
10/11/2022,12.4
10/11/2022,172.47
10/11/2022,11.42
10/11/2022,1.55
10/11/2022,27.5
10/11/2022,0.31
10/11/2022,15.5
10/11/2022,129.33
10/11/2022,45.58
10/11/2022,11.42
10/11/2022,0.31
10/11/2022,1.72
10/11/2022,0.92
10/11/2022,31.14
10/11/2022,180
10/11/2022,6.29
10/11/2022,33.44
10/11/2022,15.5
10/11/2022,51.13
10/11/2022,310.12
10/11/2022,70.58
10/11/2022,59.98
10/11/2022,31.14
10/11/2022,151.82
10/11/2022,78.97
10/11/2022,14.62
10/11/2022,38.69
10/11/2022,"2,113.00"
10/11/2022,4.43
10/11/2022,1.6
10/11/2022,1.55
10/11/2022,27.26
10/11/2022,22.07
10/11/2022,29.42
10/11/2022,137.45
10/11/2022,544.58
10/11/2022,51.86
10/11/2022,0.84
10/11/2022,7.2
10/11/2022,0.33
10/11/2022,584.91
10/11/2022,2.73
10/11/2022,12.03
10/11/2022,2.73
10/11/2022,3.65
11/11/2022,65.55
11/11/2022,27.5
11/11/2022,6.93
11/11/2022,0.28
11/11/2022,1.72
11/11/2022,42.54
11/11/2022,"1,206.45"
11/11/2022,0.31
11/11/2022,0.31
11/11/2022,2.73
11/11/2022,0.91
11/11/2022,122.91
11/11/2022,1.74
11/11/2022,517.28
11/11/2022,"2,113.00"
11/11/2022,433.45
11/11/2022,26.33
11/11/2022,98.03
11/11/2022,31.64
11/11/2022,1.6
11/11/2022,250.96
11/11/2022,63.11
11/11/2022,7.44
11/11/2022,0.92
11/11/2022,241.45
11/11/2022,60.45
11/11/2022,6.54
11/11/2022,580.3
11/11/2022,0.31
11/11/2022,2.03
11/11/2022,6.29
11/11/2022,137.45
11/11/2022,4.43
11/11/2022,0.42
11/11/2022,1.72
11/11/2022,180.71
11/11/2022,8.39
11/11/2022,41.52
11/11/2022,51.86
11/11/2022,1.72
11/11/2022,0.84
11/11/2022,11.67
11/11/2022,1.94
11/11/2022,36.07
11/11/2022,2.03
11/11/2022,18.41
11/11/2022,63.11
11/11/2022,0.92
12/11/2022,70.58
12/11/2022,0.28
12/11/2022,136.44
12/11/2022,31.14
12/11/2022,0.41
12/11/2022,15.5
12/11/2022,40.89
12/11/2022,0.91
12/11/2022,42.54
12/11/2022,2.03
12/11/2022,180.71
12/11/2022,1.88
12/11/2022,11.42
12/11/2022,2.03
12/11/2022,6.29
12/11/2022,73.52
12/11/2022,"1,309.37"
12/11/2022,2.59
12/11/2022,22.07
12/11/2022,67.79
12/11/2022,77.37
12/11/2022,1.94
12/11/2022,189.38
12/11/2022,180.71
12/11/2022,3.65
12/11/2022,67.79
12/11/2022,42.54
12/11/2022,16.7
12/11/2022,41.52
12/11/2022,70.58
12/11/2022,3.87
12/11/2022,72.39
12/11/2022,77.86
12/11/2022,38.69
12/11/2022,16.53
12/11/2022,16.65
12/11/2022,6.05
12/11/2022,517.28
12/11/2022,56.12
12/11/2022,29.85
12/11/2022,111.34
12/11/2022,0.83
12/11/2022,51.23
12/11/2022,27.26
12/11/2022,56
12/11/2022,0.31
12/11/2022,1.94
12/11/2022,2.03
12/11/2022,1.13
12/11/2022,31.64
12/11/2022,31.64
12/11/2022,0.84
12/11/2022,18.41
12/11/2022,12.03
12/11/2022,1.94
12/11/2022,22.07
12/11/2022,433.45
12/11/2022,79.97
12/11/2022,59.98
12/11/2022,240.94
12/11/2022,20.68
12/11/2022,127.47
12/11/2022,56.72
12/11/2022,8.06
12/11/2022,2.5
12/11/2022,15.5
12/11/2022,544.58
12/11/2022,22.07
12/11/2022,0.33
12/11/2022,1.11
12/11/2022,1.94
12/11/2022,180.71
12/11/2022,77.75
12/11/2022,12.03
12/11/2022,6.29
12/11/2022,30.86
12/11/2022,31.14
12/11/2022,8.8
12/11/2022,180
12/11/2022,1.88
12/11/2022,64.14
12/11/2022,0.56
12/11/2022,364.79
12/11/2022,73.52
12/11/2022,72.39
12/11/2022,31.14
12/11/2022,3.53
12/11/2022,151.82
12/11/2022,10.87
12/11/2022,12.26
12/11/2022,1.56
12/11/2022,10.87
12/11/2022,"1,206.45"
12/11/2022,165.43
12/11/2022,63.11
12/11/2022,1.84
12/11/2022,1.94
12/11/2022,18.41
12/11/2022,2.01
12/11/2022,12.4
12/11/2022,0.92
12/11/2022,1.72
12/11/2022,63.11
12/11/2022,73.52
12/11/2022,1.6
12/11/2022,517.28
12/11/2022,0.28
12/11/2022,12.4
12/11/2022,202.62
12/11/2022,26.33
12/11/2022,6.29
12/11/2022,8.54
12/11/2022,61.87
12/11/2022,1.6
12/11/2022,26.33
12/11/2022,26.33
12/11/2022,2.73
12/11/2022,1.55
12/11/2022,6.05
12/11/2022,2.03
12/11/2022,2.13
12/11/2022,240.69
12/11/2022,31.64
12/11/2022,70.58
12/11/2022,26.33
12/11/2022,129.64
12/11/2022,1.84
12/11/2022,584.91
12/11/2022,0.84
12/11/2022,70.58
12/11/2022,1.55
12/11/2022,517.28
12/11/2022,43.92
12/11/2022,64.73
12/11/2022,0.42
12/11/2022,30.86
12/11/2022,555.6
12/11/2022,433.45
12/11/2022,61.87
12/11/2022,12.4
12/11/2022,43.92
12/11/2022,4.43
12/11/2022,75.81
12/11/2022,159.98
12/11/2022,7.95
12/11/2022,"1,309.37"
12/11/2022,107.12
12/11/2022,4.43
12/11/2022,26.33
12/11/2022,378.45
12/11/2022,129.33
12/11/2022,6.93
12/11/2022,72.39
12/11/2022,2.03
12/11/2022,14.49
12/11/2022,6.54
12/11/2022,111.6
12/11/2022,31.14
12/11/2022,26.33
12/11/2022,20.66
12/11/2022,"1,157.84"
12/11/2022,173.29
12/11/2022,387.89
12/11/2022,11.42
12/11/2022,321.93
12/11/2022,92.24
12/11/2022,15.5
12/11/2022,0.83
12/11/2022,6.54
12/11/2022,15.22
12/11/2022,70.58
12/11/2022,2.03
12/11/2022,0.45
12/11/2022,180.71
12/11/2022,2.03
12/11/2022,26.33
12/11/2022,42.54
12/11/2022,15.5
12/11/2022,10.87
12/11/2022,27.26
12/11/2022,1.72
12/11/2022,0.31
12/11/2022,433.45
12/11/2022,283.84
12/11/2022,0.31
12/11/2022,0.83
12/11/2022,538.71
12/11/2022,80
13/11/2022,40.83
13/11/2022,61.87
13/11/2022,22.07
13/11/2022,12.4
13/11/2022,75.81
13/11/2022,6.93
13/11/2022,1.22
13/11/2022,22.71
13/11/2022,0.28
13/11/2022,517.28
13/11/2022,241.45
13/11/2022,0.3
13/11/2022,15.5
13/11/2022,6.75
13/11/2022,42.71
13/11/2022,7.95
13/11/2022,0.28
13/11/2022,1.45
13/11/2022,4.43
13/11/2022,1.94
13/11/2022,151.82
13/11/2022,0.33
13/11/2022,136.44
13/11/2022,4.43
13/11/2022,1.67
13/11/2022,0.28
13/11/2022,304.87
13/11/2022,56
13/11/2022,1.56
13/11/2022,42.54
13/11/2022,1.72
13/11/2022,2.7
13/11/2022,6.54
13/11/2022,127.03
13/11/2022,30.83
13/11/2022,1.56
13/11/2022,5.91
13/11/2022,12.03
13/11/2022,36.07
13/11/2022,29.42
13/11/2022,12.03
13/11/2022,180.71
13/11/2022,4.43
13/11/2022,1.88
13/11/2022,259.33
13/11/2022,173.29
13/11/2022,0.31
13/11/2022,31.64
14/11/2022,0.42
14/11/2022,1.11
14/11/2022,127.03
14/11/2022,42.54
14/11/2022,10.87
14/11/2022,364.79
14/11/2022,51.23
14/11/2022,0.83
14/11/2022,2.09
14/11/2022,0.31
14/11/2022,6.05
14/11/2022,50
14/11/2022,97.96
14/11/2022,726.1
14/11/2022,194.09
14/11/2022,544.58
14/11/2022,92.24
14/11/2022,169.37
14/11/2022,42.71
14/11/2022,15.5
14/11/2022,1.6
14/11/2022,1.88
14/11/2022,26.33
14/11/2022,109.59
14/11/2022,12.92
14/11/2022,544.58
14/11/2022,129.33
14/11/2022,22.07
14/11/2022,14.49
14/11/2022,47
14/11/2022,"2,160.44"
14/11/2022,91.91
14/11/2022,28.38
14/11/2022,127.47
14/11/2022,538.71
14/11/2022,109.59
14/11/2022,91.91
14/11/2022,42.54
14/11/2022,0.2
14/11/2022,31.14
14/11/2022,73.52
14/11/2022,241.45
14/11/2022,6.93
14/11/2022,10.87
14/11/2022,4.43
14/11/2022,1.6
14/11/2022,12.03
14/11/2022,433.45
15/11/2022,10.6
15/11/2022,241.45
15/11/2022,2.94
15/11/2022,824
15/11/2022,6.54
15/11/2022,1.6
15/11/2022,0.31
15/11/2022,"1,994.53"
15/11/2022,31.64
15/11/2022,1.94
15/11/2022,165.43
15/11/2022,15.5
15/11/2022,16.53
15/11/2022,180.71
15/11/2022,6.05
15/11/2022,6.29
15/11/2022,14.56
15/11/2022,0.83
15/11/2022,929.93
15/11/2022,2.29
15/11/2022,2.03
15/11/2022,22.07
15/11/2022,2.18
15/11/2022,71.78
15/11/2022,1.74
15/11/2022,1.94
15/11/2022,27.26
15/11/2022,40.83
15/11/2022,63.11
15/11/2022,0.28
15/11/2022,23.7
15/11/2022,151.82
15/11/2022,544.58
15/11/2022,1.6
15/11/2022,577.93
15/11/2022,1.45
15/11/2022,7.95
15/11/2022,4.43
15/11/2022,70.58
15/11/2022,"1,157.84"
15/11/2022,129.64
15/11/2022,15.22
15/11/2022,40.89
15/11/2022,66.46
15/11/2022,80
15/11/2022,7.2
15/11/2022,18.41
15/11/2022,2.29
16/11/2022,64.73
16/11/2022,214.8
16/11/2022,6.93
16/11/2022,37.87
16/11/2022,387.89
16/11/2022,163.06
16/11/2022,241.45
16/11/2022,0.31
16/11/2022,6.05
16/11/2022,7.95
16/11/2022,2.03
16/11/2022,0.84
16/11/2022,54.52
16/11/2022,0.9
16/11/2022,151.82
16/11/2022,419.65
16/11/2022,433.45
16/11/2022,78.97
16/11/2022,67.79
16/11/2022,283.84
16/11/2022,16.65
16/11/2022,2.03
16/11/2022,60.45
16/11/2022,23.7
16/11/2022,6.29
16/11/2022,1.45
16/11/2022,66.46
16/11/2022,22.07
16/11/2022,0.92
16/11/2022,362.91
16/11/2022,1.94
16/11/2022,0.37
16/11/2022,16.65
16/11/2022,18.41
16/11/2022,161.45
16/11/2022,1.55
16/11/2022,180.71
16/11/2022,1.55
16/11/2022,0.28
16/11/2022,33.98
16/11/2022,2.03
16/11/2022,137
16/11/2022,42.54
16/11/2022,0.84
16/11/2022,6.93
16/11/2022,99.31
16/11/2022,51.23
16/11/2022,17
17/11/2022,6.54
17/11/2022,241.45
17/11/2022,44.74
17/11/2022,7.95
17/11/2022,577.93
17/11/2022,1.55
17/11/2022,35.1
17/11/2022,22.07
17/11/2022,584.91
17/11/2022,59.98
17/11/2022,0.28
17/11/2022,283.84
17/11/2022,8.06
17/11/2022,2.7
17/11/2022,27.26
17/11/2022,1.94
17/11/2022,31.14
17/11/2022,31.64
17/11/2022,12.03
17/11/2022,73.52
17/11/2022,1.94
17/11/2022,0.42
17/11/2022,61.87
17/11/2022,62.34
17/11/2022,283.84
17/11/2022,1.94
17/11/2022,2.03
17/11/2022,63.11
17/11/2022,40.89
17/11/2022,63.11
17/11/2022,19.77
17/11/2022,12.03
17/11/2022,23.7
17/11/2022,0.3
17/11/2022,6.29
17/11/2022,1.71
17/11/2022,10.87
17/11/2022,433.45
17/11/2022,64.42
17/11/2022,80
17/11/2022,1.94
17/11/2022,180.71
17/11/2022,6.75
17/11/2022,26.33
17/11/2022,255.04
17/11/2022,2.18
17/11/2022,8.39
17/11/2022,"2,358.28"
18/11/2022,0.91
18/11/2022,1.56
18/11/2022,70.58
18/11/2022,2.07
18/11/2022,259.33
18/11/2022,3.65
18/11/2022,46.84
18/11/2022,9.43
18/11/2022,9.28
18/11/2022,6.93
18/11/2022,2.09
18/11/2022,378.45
18/11/2022,18.41
18/11/2022,1.88
18/11/2022,30.86
18/11/2022,281.84
18/11/2022,2.03
18/11/2022,281.84
18/11/2022,59.98
18/11/2022,59.98
18/11/2022,584.91
18/11/2022,2.03
18/11/2022,78
18/11/2022,2.07
18/11/2022,40.89
18/11/2022,"1,157.84"
18/11/2022,4.43
18/11/2022,42.54
18/11/2022,7.95
18/11/2022,362.91
18/11/2022,345.25
18/11/2022,22.07
18/11/2022,12.03
18/11/2022,"1,970.39"
18/11/2022,36.35
18/11/2022,283.84
18/11/2022,82.5
18/11/2022,"1,645.64"
18/11/2022,103.13
18/11/2022,1.72
18/11/2022,79.97
18/11/2022,0.2
18/11/2022,17.14
18/11/2022,12.03
18/11/2022,121.36
18/11/2022,17.74
18/11/2022,7.02
18/11/2022,1.45
19/11/2022,1.13
19/11/2022,555.6
19/11/2022,63.11
19/11/2022,47
19/11/2022,35.1
19/11/2022,2.7
19/11/2022,1.45
19/11/2022,1.6
19/11/2022,283.84
19/11/2022,56.63
19/11/2022,2.5
19/11/2022,1.94
19/11/2022,19.77
19/11/2022,11.42
19/11/2022,94.1
19/11/2022,362.91
19/11/2022,1.84
19/11/2022,0.42
19/11/2022,56.63
19/11/2022,22.07
19/11/2022,61.87
19/11/2022,6.5
19/11/2022,0.31
19/11/2022,72.39
19/11/2022,31.64
19/11/2022,111.6
19/11/2022,14.49
19/11/2022,1.72
19/11/2022,0.42
19/11/2022,37.75
19/11/2022,14.56
19/11/2022,180.71
19/11/2022,1.88
19/11/2022,1.45
19/11/2022,11.67
19/11/2022,"1,994.53"
19/11/2022,27.26
19/11/2022,241.45
19/11/2022,0.84
19/11/2022,"1,206.45"
19/11/2022,27.76
19/11/2022,2.03
19/11/2022,29.28
19/11/2022,0.28
19/11/2022,259.33
19/11/2022,283.84
19/11/2022,26.33
19/11/2022,151.82
19/11/2022,0.92
19/11/2022,364.79
19/11/2022,151.82
19/11/2022,689.71
19/11/2022,62.61
19/11/2022,99.31
19/11/2022,1.88
19/11/2022,12.03
19/11/2022,2.94
19/11/2022,15.5
19/11/2022,2.13
19/11/2022,63.11
19/11/2022,43.92
19/11/2022,127.03
19/11/2022,31.64
19/11/2022,127.47
19/11/2022,59.98
19/11/2022,6.54
19/11/2022,433.45
19/11/2022,517.28
19/11/2022,2.29
19/11/2022,189.38
19/11/2022,1.45
19/11/2022,517.28
19/11/2022,6.29
19/11/2022,31.14
19/11/2022,2.03
19/11/2022,2.09
19/11/2022,64.14
19/11/2022,78.97
19/11/2022,1.88
19/11/2022,42.54
19/11/2022,51.13
19/11/2022,36.35
19/11/2022,180.71
19/11/2022,976.47
19/11/2022,55.33
19/11/2022,78
19/11/2022,252.62
19/11/2022,42.54
19/11/2022,61.87
19/11/2022,1.88
19/11/2022,56.12
19/11/2022,0.84
19/11/2022,0.56
19/11/2022,6.29
19/11/2022,283.84
19/11/2022,99.31
19/11/2022,76.03
19/11/2022,10.87
19/11/2022,8.72
19/11/2022,1.72
19/11/2022,1.71
19/11/2022,18.41
19/11/2022,13.32
