TranDate,Sum of Amount
26/07/2022,"1,335.79"
26/07/2022,68.38
26/07/2022,326.62
26/07/2022,290.95
26/07/2022,1.02
26/07/2022,65.55
26/07/2022,"4,445.24"
26/07/2022,"1,019.56"
26/07/2022,199.88
26/07/2022,2.35
26/07/2022,8.59
26/07/2022,117.58
26/07/2022,30.44
26/07/2022,770.58
26/07/2022,29.1
26/07/2022,64.3
26/07/2022,291.43
26/07/2022,52.43
26/07/2022,160.12
26/07/2022,5.53
26/07/2022,78.77
26/07/2022,16.41
26/07/2022,50.64
26/07/2022,34.58
26/07/2022,651.38
26/07/2022,497.43
26/07/2022,60.17
26/07/2022,6.08
26/07/2022,84.48
26/07/2022,62.39
26/07/2022,"2,600.93"
26/07/2022,3.34
26/07/2022,115.72
26/07/2022,169.09
26/07/2022,641.54
26/07/2022,58.18
26/07/2022,38.56
26/07/2022,13.95
26/07/2022,206.86
26/07/2022,232.93
26/07/2022,578.8
26/07/2022,529.13
26/07/2022,10.47
26/07/2022,246.82
26/07/2022,5.39
26/07/2022,117.58
26/07/2022,134.48
26/07/2022,479.36
26/07/2022,736.54
26/07/2022,81.41
26/07/2022,912.56
26/07/2022,"1,781.05"
26/07/2022,"2,527.01"
27/07/2022,291.43
27/07/2022,622.91
27/07/2022,3.11
27/07/2022,"1,302.26"
27/07/2022,17.15
27/07/2022,335.15
27/07/2022,16.41
27/07/2022,140.32
27/07/2022,742.83
27/07/2022,7.35
27/07/2022,61.39
27/07/2022,227.69
27/07/2022,105.49
27/07/2022,2.81
27/07/2022,117.58
27/07/2022,425.21
27/07/2022,648.03
27/07/2022,716.76
27/07/2022,4.88
27/07/2022,42.18
27/07/2022,237.9
27/07/2022,673.39
27/07/2022,125.47
27/07/2022,220.23
27/07/2022,64.04
27/07/2022,16.41
27/07/2022,40.5
27/07/2022,742.84
27/07/2022,7.6
27/07/2022,358.4
27/07/2022,3.76
27/07/2022,"2,346.90"
27/07/2022,34.34
27/07/2022,459.62
27/07/2022,5.79
27/07/2022,505
27/07/2022,138.43
27/07/2022,188.67
27/07/2022,7.68
27/07/2022,11.96
27/07/2022,439.13
27/07/2022,439.13
27/07/2022,8.4
27/07/2022,53.75
27/07/2022,739.1
27/07/2022,5.15
27/07/2022,14.28
27/07/2022,151.99
27/07/2022,"1,572.60"
27/07/2022,106.9
27/07/2022,253.56
27/07/2022,83.91
27/07/2022,308.83
27/07/2022,28.22
27/07/2022,100
28/07/2022,3.34
28/07/2022,55.35
28/07/2022,97.22
28/07/2022,14.36
28/07/2022,797.93
28/07/2022,94.89
28/07/2022,"1,178.23"
28/07/2022,9.8
28/07/2022,"3,753.54"
28/07/2022,81.88
28/07/2022,65.55
28/07/2022,60.01
28/07/2022,350.5
28/07/2022,489.58
28/07/2022,263.85
28/07/2022,203.27
28/07/2022,440.99
28/07/2022,293.6
28/07/2022,598.45
28/07/2022,1.72
28/07/2022,824.77
28/07/2022,61.82
28/07/2022,171.05
28/07/2022,13.63
28/07/2022,61.39
28/07/2022,6.81
28/07/2022,5.53
28/07/2022,1.72
28/07/2022,78.32
28/07/2022,23.34
28/07/2022,"1,180.12"
28/07/2022,67.45
28/07/2022,39.75
28/07/2022,895.18
28/07/2022,70.45
28/07/2022,"3,298.54"
28/07/2022,34.58
28/07/2022,8.74
28/07/2022,"5,025.52"
28/07/2022,75.2
28/07/2022,404.56
28/07/2022,184.73
28/07/2022,44.25
28/07/2022,87.7
28/07/2022,227.69
28/07/2022,19.62
28/07/2022,493.82
28/07/2022,588.25
28/07/2022,124.14
28/07/2022,"1,350.61"
28/07/2022,204.09
28/07/2022,160.12
28/07/2022,376.27
28/07/2022,676.99
28/07/2022,208.59
29/07/2022,132.57
29/07/2022,138.95
29/07/2022,95.33
29/07/2022,60.19
29/07/2022,64.3
29/07/2022,8.8
29/07/2022,52.43
29/07/2022,500.81
29/07/2022,230.71
29/07/2022,265.99
29/07/2022,"1,291.45"
29/07/2022,16.16
29/07/2022,"1,781.05"
29/07/2022,"3,098.55"
29/07/2022,199.25
29/07/2022,8.8
29/07/2022,6.58
29/07/2022,138.29
29/07/2022,75.9
29/07/2022,4.7
29/07/2022,184.69
29/07/2022,109.1
29/07/2022,844.24
29/07/2022,423.82
29/07/2022,220.23
29/07/2022,742.83
29/07/2022,12
29/07/2022,559.81
29/07/2022,742.84
29/07/2022,512.39
29/07/2022,"1,178.23"
29/07/2022,22.71
29/07/2022,577.94
29/07/2022,230.54
29/07/2022,86.39
29/07/2022,86.39
29/07/2022,376.27
29/07/2022,4.66
29/07/2022,263.65
29/07/2022,374.47
29/07/2022,492.35
29/07/2022,29.72
29/07/2022,5.57
29/07/2022,86.78
29/07/2022,95.29
29/07/2022,43.33
29/07/2022,23.1
29/07/2022,96.26
29/07/2022,22.31
29/07/2022,55.55
29/07/2022,"1,354.96"
29/07/2022,400.36
29/07/2022,7.76
29/07/2022,97.22
29/07/2022,34.34
30/07/2022,111.46
30/07/2022,783.53
30/07/2022,"3,917.70"
30/07/2022,"1,425.25"
30/07/2022,437.16
30/07/2022,922.07
30/07/2022,425.73
30/07/2022,111.65
30/07/2022,"1,553.20"
30/07/2022,126
30/07/2022,43.33
30/07/2022,206.86
30/07/2022,446.79
30/07/2022,165.96
30/07/2022,418.91
30/07/2022,95.6
30/07/2022,116.94
30/07/2022,227.09
30/07/2022,577.94
30/07/2022,815.56
30/07/2022,15.56
30/07/2022,29.06
30/07/2022,24.72
30/07/2022,428.56
30/07/2022,"1,029.46"
30/07/2022,9.8
30/07/2022,51.81
30/07/2022,"3,098.55"
30/07/2022,97.22
30/07/2022,60.01
30/07/2022,19.62
30/07/2022,135.42
30/07/2022,280.25
30/07/2022,613.88
30/07/2022,238.79
30/07/2022,7.35
30/07/2022,3.26
30/07/2022,164.98
30/07/2022,"5,025.52"
30/07/2022,10.48
30/07/2022,29.38
30/07/2022,362.55
30/07/2022,171.19
30/07/2022,81.41
30/07/2022,3.13
30/07/2022,114.2
30/07/2022,19.72
30/07/2022,139.72
30/07/2022,487.44
30/07/2022,841
30/07/2022,21.68
30/07/2022,67.97
30/07/2022,509.97
30/07/2022,1.64
30/07/2022,281.5
30/07/2022,614.83
30/07/2022,16.14
30/07/2022,122.48
30/07/2022,797.93
30/07/2022,30.97
30/07/2022,4.66
30/07/2022,11.91
30/07/2022,8.15
30/07/2022,13.39
30/07/2022,14.25
30/07/2022,492.35
30/07/2022,57.28
30/07/2022,564.41
30/07/2022,"3,447.12"
30/07/2022,41.3
30/07/2022,184.69
30/07/2022,64.32
30/07/2022,"1,548.18"
30/07/2022,437.16
30/07/2022,160.12
30/07/2022,6.99
30/07/2022,63.65
30/07/2022,114.2
30/07/2022,886.17
30/07/2022,564.41
30/07/2022,70.45
30/07/2022,808.54
30/07/2022,"1,736.35"
30/07/2022,202.65
30/07/2022,223.51
30/07/2022,97.01
30/07/2022,420.94
30/07/2022,6.21
30/07/2022,11.27
30/07/2022,101.76
30/07/2022,230.71
30/07/2022,482.4
30/07/2022,12.03
30/07/2022,283.14
30/07/2022,459.75
30/07/2022,8.8
30/07/2022,179.3
30/07/2022,105.34
30/07/2022,7.33
30/07/2022,79.45
30/07/2022,"1,068.94"
30/07/2022,"1,425.25"
30/07/2022,61.82
30/07/2022,164.56
30/07/2022,492.35
30/07/2022,138
30/07/2022,559.81
30/07/2022,1.72
30/07/2022,797.93
30/07/2022,912.56
30/07/2022,247.23
30/07/2022,80.91
30/07/2022,5.92
30/07/2022,57.28
30/07/2022,709.07
30/07/2022,125.47
30/07/2022,497.43
30/07/2022,324.66
30/07/2022,140.85
30/07/2022,"1,002.87"
30/07/2022,140.32
30/07/2022,"1,221.48"
30/07/2022,8.59
30/07/2022,72.99
30/07/2022,954.99
30/07/2022,7.43
30/07/2022,"1,553.20"
30/07/2022,314.61
30/07/2022,"1,996.80"
30/07/2022,559.81
30/07/2022,651.38
30/07/2022,134.22
30/07/2022,96.26
30/07/2022,33.78
30/07/2022,160.12
30/07/2022,253.56
30/07/2022,117.58
30/07/2022,206.86
30/07/2022,83.35
30/07/2022,97.01
30/07/2022,841
30/07/2022,"1,002.87"
30/07/2022,785.72
30/07/2022,8.15
30/07/2022,8.45
30/07/2022,184.69
30/07/2022,65.55
30/07/2022,779.02
30/07/2022,"1,068.94"
30/07/2022,72.99
30/07/2022,122.99
30/07/2022,37.42
30/07/2022,10.87
30/07/2022,21.68
30/07/2022,195.01
30/07/2022,11.27
30/07/2022,67.36
30/07/2022,292.34
30/07/2022,16.16
30/07/2022,648.03
30/07/2022,"2,131.76"
30/07/2022,199.25
30/07/2022,231.29
30/07/2022,232.79
30/07/2022,326.62
30/07/2022,58.18
30/07/2022,11.96
30/07/2022,37.75
30/07/2022,55.18
30/07/2022,189.24
30/07/2022,9.43
30/07/2022,954.99
30/07/2022,471.82
30/07/2022,871.12
30/07/2022,21.54
30/07/2022,291.13
30/07/2022,969.87
30/07/2022,441.19
30/07/2022,"1,006.78"
30/07/2022,111.46
30/07/2022,107.23
30/07/2022,323.54
30/07/2022,135.42
30/07/2022,564.41
30/07/2022,235.91
30/07/2022,358.4
30/07/2022,623.9
30/07/2022,228.63
30/07/2022,227.64
30/07/2022,20.67
30/07/2022,1.72
30/07/2022,517.34
30/07/2022,81.88
30/07/2022,34.64
30/07/2022,16
30/07/2022,245.85
30/07/2022,8.59
30/07/2022,156.81
30/07/2022,779.02
30/07/2022,601.35
31/07/2022,"1,002.87"
31/07/2022,22.71
31/07/2022,982.15
31/07/2022,404.56
31/07/2022,19.48
31/07/2022,258.05
31/07/2022,12.86
31/07/2022,81.88
31/07/2022,239.52
31/07/2022,11.49
31/07/2022,90.51
31/07/2022,140.85
31/07/2022,65.59
31/07/2022,34.34
31/07/2022,14.28
31/07/2022,48.8
31/07/2022,91.47
31/07/2022,38.56
31/07/2022,3.13
31/07/2022,33.78
31/07/2022,247.23
31/07/2022,103.09
31/07/2022,234.87
31/07/2022,234.15
31/07/2022,20.19
31/07/2022,293.6
31/07/2022,7.44
31/07/2022,40.32
31/07/2022,73.72
31/07/2022,239.52
31/07/2022,319.96
31/07/2022,883.67
31/07/2022,326.62
31/07/2022,888.26
31/07/2022,538.75
31/07/2022,41.36
31/07/2022,97.22
31/07/2022,482.4
31/07/2022,4.88
31/07/2022,106.8
31/07/2022,7.68
31/07/2022,"2,600.93"
31/07/2022,5.39
31/07/2022,783.89
31/07/2022,742.84
31/07/2022,73.39
31/07/2022,70.66
31/07/2022,"1,354.96"
31/07/2022,505
31/07/2022,7.68
31/07/2022,20.19
31/07/2022,235.91
31/07/2022,213.78
31/07/2022,551.26
31/07/2022,41.3
,
01/08/2022,6.73
01/08/2022,65.1
01/08/2022,268.19
01/08/2022,74.6
01/08/2022,20.71
01/08/2022,191.02
01/08/2022,65.98
01/08/2022,21.73
01/08/2022,35.81
01/08/2022,30.38
01/08/2022,834.88
01/08/2022,4.89
01/08/2022,16.02
01/08/2022,39.08
01/08/2022,40.13
01/08/2022,299.7
01/08/2022,22.07
01/08/2022,0.62
01/08/2022,"1,639.03"
01/08/2022,1.97
01/08/2022,393
01/08/2022,100.42
01/08/2022,115.09
01/08/2022,68.59
01/08/2022,2.88
01/08/2022,3.12
01/08/2022,425.31
01/08/2022,8.53
01/08/2022,459.18
01/08/2022,93.08
01/08/2022,560.33
01/08/2022,73.55
01/08/2022,451.51
01/08/2022,225.08
01/08/2022,386.92
01/08/2022,71.63
01/08/2022,2.11
01/08/2022,13.04
01/08/2022,"1,029.46"
01/08/2022,94.67
01/08/2022,203.27
01/08/2022,203.93
01/08/2022,223.15
01/08/2022,476.91
01/08/2022,31.4
01/08/2022,150.24
01/08/2022,"1,301.95"
01/08/2022,30.92
01/08/2022,9.42
01/08/2022,463.96
01/08/2022,141.43
01/08/2022,"2,367.39"
01/08/2022,3.25
01/08/2022,560.33
01/08/2022,4.28
02/08/2022,0.29
02/08/2022,121.27
02/08/2022,505.68
02/08/2022,31.27
02/08/2022,27.66
02/08/2022,141.43
02/08/2022,"1,224.83"
02/08/2022,542.4
02/08/2022,129.39
02/08/2022,47.54
02/08/2022,43.22
02/08/2022,223.15
02/08/2022,66.12
02/08/2022,588.78
02/08/2022,130.65
02/08/2022,10.84
02/08/2022,841.94
02/08/2022,8.16
02/08/2022,100.42
02/08/2022,25.36
02/08/2022,99.31
02/08/2022,3.61
02/08/2022,43.72
02/08/2022,60.11
02/08/2022,57.69
02/08/2022,0.46
02/08/2022,406
02/08/2022,676.49
02/08/2022,3.61
02/08/2022,191.63
02/08/2022,216.15
02/08/2022,66.8
02/08/2022,441.51
02/08/2022,64.73
02/08/2022,406.4
02/08/2022,568.23
02/08/2022,1.19
02/08/2022,225.45
02/08/2022,341.07
02/08/2022,17.79
02/08/2022,221.89
02/08/2022,20.91
02/08/2022,195.69
02/08/2022,35.81
02/08/2022,69.78
02/08/2022,213.64
02/08/2022,29.6
02/08/2022,"1,148.10"
02/08/2022,18.19
02/08/2022,4.86
02/08/2022,3.12
02/08/2022,430.99
02/08/2022,255.32
02/08/2022,507.74
02/08/2022,52.54
02/08/2022,10.62
03/08/2022,529.28
03/08/2022,51.87
03/08/2022,20.77
03/08/2022,11.2
03/08/2022,346.43
03/08/2022,55.67
03/08/2022,313.44
03/08/2022,191.63
03/08/2022,3.61
03/08/2022,386.92
03/08/2022,183.79
03/08/2022,8.53
03/08/2022,13.04
03/08/2022,30.92
03/08/2022,4.49
03/08/2022,43.72
03/08/2022,13.34
03/08/2022,219.78
03/08/2022,64.73
03/08/2022,55.84
03/08/2022,568.23
03/08/2022,37.02
03/08/2022,542.4
03/08/2022,346.21
03/08/2022,646.14
03/08/2022,105.21
03/08/2022,64.66
03/08/2022,13.34
03/08/2022,132.81
03/08/2022,90.86
03/08/2022,97.98
03/08/2022,605
03/08/2022,47.63
03/08/2022,444.96
03/08/2022,22.82
03/08/2022,2.5
03/08/2022,20.71
03/08/2022,15.5
03/08/2022,347.6
03/08/2022,4.49
03/08/2022,490.74
03/08/2022,803.67
03/08/2022,29.6
03/08/2022,425.31
03/08/2022,117.56
03/08/2022,105.21
03/08/2022,4.49
03/08/2022,2.6
03/08/2022,857.38
03/08/2022,"1,224.83"
03/08/2022,27.66
03/08/2022,178.29
03/08/2022,"1,878.07"
03/08/2022,268.19
03/08/2022,4.93
03/08/2022,579.97
04/08/2022,7.36
04/08/2022,867.1
04/08/2022,1.02
04/08/2022,66.12
04/08/2022,"1,878.07"
04/08/2022,16.02
04/08/2022,133.77
04/08/2022,547.34
04/08/2022,72.53
04/08/2022,30.19
04/08/2022,117.15
04/08/2022,93.5
04/08/2022,2.6
04/08/2022,60.68
04/08/2022,8.61
04/08/2022,121.27
04/08/2022,355.38
04/08/2022,8.14
04/08/2022,825
04/08/2022,"3,217.13"
04/08/2022,4.49
04/08/2022,221.89
04/08/2022,4.64
04/08/2022,39.08
04/08/2022,29.96
04/08/2022,413.99
04/08/2022,44.41
04/08/2022,622.67
04/08/2022,43.68
04/08/2022,64.73
04/08/2022,341.07
04/08/2022,302.58
04/08/2022,66.8
04/08/2022,8.61
04/08/2022,339.23
04/08/2022,49.84
04/08/2022,122
04/08/2022,12.45
04/08/2022,35.81
04/08/2022,49.43
04/08/2022,820.93
04/08/2022,841.94
04/08/2022,"1,081.71"
04/08/2022,2.11
04/08/2022,459.18
04/08/2022,133.77
04/08/2022,106
04/08/2022,209.79
04/08/2022,43.68
04/08/2022,158.7
04/08/2022,49.9
04/08/2022,40.38
04/08/2022,34.75
04/08/2022,388.44
04/08/2022,0.62
04/08/2022,31.62
05/08/2022,27.66
05/08/2022,532.31
05/08/2022,3.61
05/08/2022,243.22
05/08/2022,348.22
05/08/2022,122.73
05/08/2022,159.75
05/08/2022,33.37
05/08/2022,4.12
05/08/2022,44.41
05/08/2022,537.76
05/08/2022,11.52
05/08/2022,438.31
05/08/2022,825
05/08/2022,127.23
05/08/2022,71.86
05/08/2022,315.3
05/08/2022,197.55
05/08/2022,90.58
05/08/2022,482.4
05/08/2022,127.23
05/08/2022,588.78
05/08/2022,189.81
05/08/2022,158.69
05/08/2022,898.21
05/08/2022,133.77
05/08/2022,88.17
05/08/2022,659.32
05/08/2022,61.72
05/08/2022,31.4
05/08/2022,132.81
05/08/2022,588.78
05/08/2022,463.96
05/08/2022,141.43
05/08/2022,45.28
05/08/2022,"1,265.01"
05/08/2022,470.1
05/08/2022,111.6
05/08/2022,172.53
05/08/2022,507.74
05/08/2022,4.86
05/08/2022,341.07
05/08/2022,75.06
05/08/2022,211.81
05/08/2022,362.59
05/08/2022,393
05/08/2022,0.34
05/08/2022,31.62
05/08/2022,213.64
05/08/2022,68.04
05/08/2022,35.81
05/08/2022,167.36
05/08/2022,198.4
05/08/2022,216.15
05/08/2022,24.26
05/08/2022,7.79
06/08/2022,49.84
06/08/2022,104.95
06/08/2022,52.54
06/08/2022,29.96
06/08/2022,388.44
06/08/2022,4.73
06/08/2022,834.88
06/08/2022,825
06/08/2022,213.64
06/08/2022,226.7
06/08/2022,774.86
06/08/2022,29.96
06/08/2022,3.96
06/08/2022,17.11
06/08/2022,242.83
06/08/2022,21.07
06/08/2022,960.11
06/08/2022,64.66
06/08/2022,62.06
06/08/2022,641.05
06/08/2022,143.46
06/08/2022,211.81
06/08/2022,20.91
06/08/2022,49.84
06/08/2022,174.21
06/08/2022,39.52
06/08/2022,59.2
06/08/2022,45.76
06/08/2022,18.06
06/08/2022,12.55
06/08/2022,"1,292.11"
06/08/2022,213.64
06/08/2022,622.67
06/08/2022,0.71
06/08/2022,211.81
06/08/2022,820.93
06/08/2022,90.61
06/08/2022,138.91
06/08/2022,315.3
06/08/2022,563.58
06/08/2022,127.69
06/08/2022,67.96
06/08/2022,76.4
06/08/2022,522.5
06/08/2022,182.42
06/08/2022,4.93
06/08/2022,803.67
06/08/2022,6.73
06/08/2022,406.4
06/08/2022,209.72
06/08/2022,403.44
06/08/2022,355.38
06/08/2022,12.55
06/08/2022,4.2
06/08/2022,133.77
06/08/2022,143.57
06/08/2022,2.11
06/08/2022,45.76
06/08/2022,438.31
06/08/2022,689.5
06/08/2022,198.4
06/08/2022,185.95
06/08/2022,136.44
06/08/2022,406.4
06/08/2022,146.32
06/08/2022,60.11
06/08/2022,490.74
06/08/2022,1.38
06/08/2022,71.63
06/08/2022,335.15
06/08/2022,31.62
06/08/2022,"1,203.31"
06/08/2022,60.11
06/08/2022,13.34
06/08/2022,136.44
06/08/2022,43.22
06/08/2022,45.28
06/08/2022,8.84
06/08/2022,538.71
06/08/2022,13.04
06/08/2022,12.55
06/08/2022,27.31
06/08/2022,490.74
06/08/2022,20.91
06/08/2022,346.21
06/08/2022,"2,488.08"
06/08/2022,71.86
06/08/2022,17.83
06/08/2022,290.19
06/08/2022,219.98
06/08/2022,55.67
06/08/2022,577.5
06/08/2022,93.08
06/08/2022,"2,143.66"
06/08/2022,101.8
06/08/2022,46.43
06/08/2022,4.93
06/08/2022,29.6
06/08/2022,8.53
06/08/2022,743.07
06/08/2022,8.84
06/08/2022,476.91
06/08/2022,146.32
06/08/2022,19.67
06/08/2022,279.71
06/08/2022,104.18
06/08/2022,93.5
06/08/2022,91.62
06/08/2022,203.93
06/08/2022,45.76
06/08/2022,3.58
06/08/2022,143.57
06/08/2022,30.19
06/08/2022,90.53
06/08/2022,641.05
06/08/2022,20.77
06/08/2022,75.04
06/08/2022,48.83
06/08/2022,849.1
06/08/2022,62.06
06/08/2022,137.91
06/08/2022,3.96
06/08/2022,242.83
06/08/2022,532.31
06/08/2022,774.86
06/08/2022,841.94
06/08/2022,19.06
06/08/2022,448.74
06/08/2022,254.76
06/08/2022,22.43
06/08/2022,1.88
06/08/2022,69.98
06/08/2022,2.68
06/08/2022,8.84
06/08/2022,93.08
06/08/2022,1.38
06/08/2022,14.16
06/08/2022,448.74
06/08/2022,"1,033.14"
06/08/2022,18.19
06/08/2022,392.23
06/08/2022,"1,265.01"
06/08/2022,0.71
06/08/2022,122.73
06/08/2022,256.62
06/08/2022,505.68
06/08/2022,9.38
06/08/2022,463.96
06/08/2022,52.58
06/08/2022,212.81
06/08/2022,537.74
06/08/2022,51.82
06/08/2022,605
06/08/2022,71.63
06/08/2022,2.6
06/08/2022,93.08
06/08/2022,497.43
06/08/2022,774.86
06/08/2022,20.91
06/08/2022,425.31
06/08/2022,18.5
06/08/2022,"1,006.78"
06/08/2022,10.84
06/08/2022,26.24
06/08/2022,73.55
06/08/2022,66.12
06/08/2022,11.2
06/08/2022,446.71
06/08/2022,90.72
06/08/2022,100.08
06/08/2022,133.11
06/08/2022,346.21
06/08/2022,104.21
06/08/2022,547.34
06/08/2022,254.76
06/08/2022,91.62
06/08/2022,5.12
06/08/2022,176.43
06/08/2022,355.38
06/08/2022,1.97
06/08/2022,73.55
06/08/2022,997.17
06/08/2022,18.19
06/08/2022,16.91
06/08/2022,"1,633.10"
06/08/2022,18.06
06/08/2022,185.95
06/08/2022,503.83
06/08/2022,143.57
06/08/2022,184.51
06/08/2022,102.33
06/08/2022,95.68
06/08/2022,216.15
06/08/2022,71.63
06/08/2022,8.53
06/08/2022,35.18
06/08/2022,14.16
06/08/2022,242.83
06/08/2022,203.93
06/08/2022,184.51
07/08/2022,93.5
07/08/2022,34.69
07/08/2022,7.67
07/08/2022,195.69
07/08/2022,0.62
07/08/2022,834.88
07/08/2022,470.1
07/08/2022,9.38
07/08/2022,111.6
07/08/2022,22.82
07/08/2022,39.08
07/08/2022,136.46
07/08/2022,820.93
07/08/2022,6.7
07/08/2022,46.15
07/08/2022,76.4
07/08/2022,"1,506.08"
07/08/2022,"1,007.30"
07/08/2022,11.2
07/08/2022,"2,711.54"
07/08/2022,11.98
07/08/2022,31.86
07/08/2022,51.43
07/08/2022,115.53
07/08/2022,57.69
07/08/2022,13.04
07/08/2022,297.82
07/08/2022,43.04
07/08/2022,61.74
07/08/2022,727.13
07/08/2022,1.38
07/08/2022,176.8
07/08/2022,413.99
07/08/2022,"1,033.14"
07/08/2022,346.43
07/08/2022,65.98
07/08/2022,95.75
07/08/2022,83.2
07/08/2022,11.98
07/08/2022,867.1
07/08/2022,183.79
07/08/2022,10.84
07/08/2022,242.83
07/08/2022,94.67
07/08/2022,743.07
07/08/2022,71.86
07/08/2022,213.64
07/08/2022,51.13
07/08/2022,12.73
07/08/2022,94.11
07/08/2022,451.51
07/08/2022,302.58
07/08/2022,1.02
07/08/2022,4.86
07/08/2022,47.57
07/08/2022,60.68
08/08/2022,4.12
08/08/2022,189.81
08/08/2022,4.2
08/08/2022,30.19
08/08/2022,203.14
08/08/2022,39.1
08/08/2022,6.99
08/08/2022,997.17
08/08/2022,34.69
08/08/2022,"2,222.02"
08/08/2022,411.87
08/08/2022,37.02
08/08/2022,6.12
08/08/2022,337.53
08/08/2022,225.45
08/08/2022,4.86
08/08/2022,775.72
08/08/2022,31.27
08/08/2022,233.05
08/08/2022,206.32
08/08/2022,75.04
08/08/2022,3.61
08/08/2022,187.59
08/08/2022,63.07
08/08/2022,19.67
08/08/2022,88.93
08/08/2022,219.98
08/08/2022,9.02
08/08/2022,43.09
08/08/2022,20.91
08/08/2022,115.53
08/08/2022,4.64
08/08/2022,16.28
08/08/2022,90.58
08/08/2022,242.83
08/08/2022,0.46
08/08/2022,470.1
08/08/2022,16.4
08/08/2022,255.32
08/08/2022,69.98
08/08/2022,577.5
08/08/2022,156.91
08/08/2022,95.42
08/08/2022,2.6
08/08/2022,76.81
08/08/2022,867.1
08/08/2022,4.64
08/08/2022,55.04
08/08/2022,43.12
08/08/2022,3.45
08/08/2022,43.22
08/08/2022,922.07
08/08/2022,26.24
08/08/2022,117.56
08/08/2022,88.93
08/08/2022,203.14
09/08/2022,542.4
09/08/2022,190.79
09/08/2022,115.09
09/08/2022,3.87
09/08/2022,58.87
09/08/2022,44.41
09/08/2022,171.19
09/08/2022,849.1
09/08/2022,"1,530.80"
09/08/2022,47.57
09/08/2022,773.29
09/08/2022,268.19
09/08/2022,306.92
09/08/2022,42.53
09/08/2022,49.9
09/08/2022,159.75
09/08/2022,101.8
09/08/2022,59.2
09/08/2022,31.27
09/08/2022,186.67
09/08/2022,560.33
09/08/2022,834.88
09/08/2022,4.64
09/08/2022,212.81
09/08/2022,944.07
09/08/2022,446.71
09/08/2022,191.02
09/08/2022,339.23
09/08/2022,127.23
09/08/2022,773.29
09/08/2022,406
09/08/2022,7.79
09/08/2022,"1,760.42"
09/08/2022,104.95
09/08/2022,2.2
09/08/2022,"1,033.14"
09/08/2022,242.83
09/08/2022,79.59
09/08/2022,90.61
09/08/2022,389.94
09/08/2022,127.69
09/08/2022,"5,255.13"
09/08/2022,16.91
09/08/2022,0.34
09/08/2022,615.7
09/08/2022,42.53
09/08/2022,"1,633.10"
09/08/2022,22.82
09/08/2022,7.79
09/08/2022,90.58
09/08/2022,149.15
09/08/2022,143.57
09/08/2022,5.12
09/08/2022,22.82
09/08/2022,203.93
09/08/2022,2.6
10/08/2022,93.5
10/08/2022,476.91
10/08/2022,146.32
10/08/2022,22.82
10/08/2022,52.58
10/08/2022,7.79
10/08/2022,14.16
10/08/2022,7.43
10/08/2022,451.95
10/08/2022,3.61
10/08/2022,219.98
10/08/2022,29
10/08/2022,6.12
10/08/2022,242.83
10/08/2022,33.37
10/08/2022,67.96
10/08/2022,773.29
10/08/2022,76.81
10/08/2022,13.34
10/08/2022,1.31
10/08/2022,49.9
10/08/2022,76.4
10/08/2022,405.98
10/08/2022,9.42
10/08/2022,162.66
10/08/2022,33.11
10/08/2022,166.24
10/08/2022,70.13
10/08/2022,66.8
10/08/2022,33.11
10/08/2022,176.8
10/08/2022,33.37
10/08/2022,626.16
10/08/2022,262.42
10/08/2022,45.51
10/08/2022,960.11
10/08/2022,17.83
10/08/2022,889.29
10/08/2022,29.3
10/08/2022,348.22
10/08/2022,90.86
10/08/2022,430.99
10/08/2022,16.17
10/08/2022,9.02
10/08/2022,111.54
10/08/2022,34.69
10/08/2022,278.26
10/08/2022,231.79
10/08/2022,130.65
10/08/2022,62.06
10/08/2022,30.19
10/08/2022,727.13
10/08/2022,2.49
10/08/2022,538.71
10/08/2022,"5,255.13"
10/08/2022,594.37
11/08/2022,25.36
11/08/2022,88.93
11/08/2022,455.23
11/08/2022,476.91
11/08/2022,95.42
11/08/2022,"1,132.13"
11/08/2022,16.02
11/08/2022,459.18
11/08/2022,0.71
11/08/2022,51.43
11/08/2022,654.06
11/08/2022,503.83
11/08/2022,"2,143.66"
11/08/2022,57.5
11/08/2022,104.18
11/08/2022,3.25
11/08/2022,490.74
11/08/2022,61.82
11/08/2022,67.96
11/08/2022,19.96
11/08/2022,297.82
11/08/2022,136.46
11/08/2022,122.73
11/08/2022,104.95
11/08/2022,393
11/08/2022,162.01
11/08/2022,111.54
11/08/2022,195.69
11/08/2022,75.04
11/08/2022,"2,488.08"
11/08/2022,446.71
11/08/2022,33.37
11/08/2022,392.23
11/08/2022,362.59
11/08/2022,34.69
11/08/2022,1.19
11/08/2022,"1,292.11"
11/08/2022,13.04
11/08/2022,29.3
11/08/2022,94.89
11/08/2022,69.78
11/08/2022,34.69
11/08/2022,216.15
11/08/2022,29.6
11/08/2022,0.29
11/08/2022,1.7
11/08/2022,297.82
11/08/2022,"2,367.39"
11/08/2022,7.36
11/08/2022,221.89
11/08/2022,9.32
11/08/2022,129.39
11/08/2022,16.4
11/08/2022,3.55
11/08/2022,26.28
11/08/2022,46.43
12/08/2022,132.81
12/08/2022,"1,506.08"
12/08/2022,0.34
12/08/2022,1.7
12/08/2022,854.73
12/08/2022,3.45
12/08/2022,5.12
12/08/2022,659.32
12/08/2022,459.18
12/08/2022,8.16
12/08/2022,302.58
12/08/2022,5.44
12/08/2022,"1,100.01"
12/08/2022,403.44
